# eagle_id, ancient_city, find_spot, measurements, writing_style, "language", content, bibliography
EDR143814;Herculaneum;Ercolano (Napoli), Insula V.35, Casa del Gran Portale;alt.: 4.00   lat.: 4.30   Crass./Diam.: 0.00   litt. alt.: ?;litt. scariph.;;;CIL 04, 10711 (nota) (1) M. Langner, Antike Graffitizeichnungen: Motive, Gestaltung und Bedeutung. Wiesbaden 2001, n. 963 (gladiator equipment) (2)
EDR143815;Herculaneum;Ercolano (Napoli), Insula V.35, Casa del Gran Portale;alt.: 5.60   lat.: 4.00   Crass./Diam.: 0.00   litt. alt.: ?;litt. scariph.;;;CIL 04, 10711 (nota) (1), M. Langner, Antike Graffitizeichnungen: Motive, Gestaltung und Bedeutung. Wiesbaden 2001, n. 964 (gladiator equipment) (2)
