"EDR143815","Textus secundum (2). Contulerunt et mensuras prehenderunt Beall, Bey IV, McCrory, Opdenhoff, Tomasi, Zimmermann Damer a. 2014.<br>Prope EDR143634, EDR143814, EDR143832, EDR143833, EDR144659, EDR144783, EDR144784, EDR147158."
"EDR143832","Textus secundum (2), Contulerunt et mensuras prehenderunt Beall, Bey IV, McCrory, Opdenhoff, Tomasi, Zimmerman Damer a. 2014. <br>Prope EDR143634, EDR143814, EDR143815, EDR143833, EDR144659, EDR144783, EDR144784, EDR147158"
"EDR143833","Textus secundum (2), contulerunt et mensuras prehenderunt Beall, Bey IV, McCrory, Opdenhoff, Tomasi, Zimmerman Damer a. 2014.<br>Prope EDR143832, EDR143814, EDR143815, EDR147158, EDR144783, EDR144784, EDR143634, EDR144659"
"EDR144354","Textus secundum (1); periit (3).<br>Langner (2) attribuit v. 2 ad suum numerum 11, et v. 3 ad suum numerum 12, omisit v. 4. <br>v. 3: NOTHUS aut NEPTUNUS (2) <br>Mensurae super de v. 2 sunt, secundum (1); mensurae aliorum versuum sunt secundum (1) <br>v. 1: alt.: 3,4; lat.: 2,3 <br>v. 3: alt.: 2,9; lat.: 8,5 <br>v. 4: alt.: 5,1; lat.: 11,1   "
"EDR143900","Textus secundum (3) "
"EDR144659","Textus secundum (1), qui novem galeas gladiatorias indicat. Periit secundum Langner (2). Nos etiam, Beall, Bey IV, McCrory, Opdenhoff, et Zimmermann Damer, contulerunt et tantum sex galeas gladiatorias invenerunt a. 2014.<br>Prope EDR143634, EDR143814, EDR143815, EDR143832, EDR143833, EDR144783, EDR144784, EDR147158."
"EDR144347","Textus secundum (2), Mensurae secundum (3)"
"EDR144348","Textus secundum (2), Mensura secundum (3)"
"EDR144349","Textus secundum (2), Mensura secundum (3)"
"EDR144353","Textus secundum (2), Mensura secundum (3)"
"EDR144356","Textus secundum (1), contulerunt Frampton, Hightower, Smith, Sypniewski, Weiss, et Wells a. 2014 (HGP). "
"EDR144783","Textus secundum (2), Beall, Bey IV, McCrory, Opdenhoff, Tomasi, et Zimmermann Damer contulerunt et mensuras prehenderunt a. 2014.<br>Prope EDR143634, EDR143814, EDR143815, EDR143832, EDR143833, EDR144659, EDR144784, EDR147158."
"EDR145030","Textus secundum (1). Contulerunt Beall, Bey IV, McCrory, Opdenhoff, Tomasi, Zimmermann Damer a. 2014.<br>"
"EDR145032","Textus Secundum (1), Contulerunt Beall, Bey IV, McCrory, Opdenhoff, Tomasi, Zimmermann Damer a. 2014."
"EDR145036","Textus et mensura secundum (1), contulerunt et non invenerunt Crawford, Dollings, Lundqvist, Thayer, et Toscano (HGP) a. 2014. "
"EDR144514","Textus secundum (1), Contulerunt Beall, Bey IV, McCrory, Opdenhoff, Tomasi, Zimmermann Damer a. 2014."
"EDR144784","Textus et mensura secundum (2), Beall, Bey IV, McCrory, Opdenhoff, Tomasi, et Zimmermann Damer contulerunt sed non invenerunt a. 2014.<br>Prope EDR143634, EDR143814, EDR143815, EDR143832, EDR143833, EDR144659, EDR144783, EDR147158."
"EDR145004","Textus secundum (2), Mensura secundum (3)"
"EDR145005","Textus secundum (2)<br>Mensura secundum (3)"
"EDR145006","Textus secundum (2), Mensura secundum (3)"
"EDR145009","Textus secundum (2), Mensura secundum (3)"
"EDR144352","Textus secundum (2)<br>Mensura secundum (3)"
"EDR144350","Textus secundum (2)<br>Mensura secundum (3)"
"EDR145007","Textus secundum (2), Mensura secundum (3)"
"EDR145008","Textus secundum (2), mensura secundum (3)"
"EDR145037","Textus secundum (1). Contulerunt Crawford, Dollings, Lundqvist, Thayer, et Toscano  a. 2014 et mensuras emendaverunt. <br>Langner falso attribuit imaginem ad CIL 04, 10622 (EDR140054), quid est navis alia. "
"EDR145764","Textus secundum (2)<br>Mensura secundum (3)"
"EDR145765","Textus secundum (2)<br>Mensura secundum (3)"
"EDR145766","Textus secundum (2); Mensura secundum (3)<br>Prope EDR145764, EDR145765, EDR145767, et EDR145768"
"EDR145771","Textus secundum (2)<br>Mensura secundum (3)"
"EDR146086","Textus secundum (1); scriptus pone CIL 04, 02188; mensurae ex apographo apud (1).<br>v. 2: fortasse beni pro bene (1) "
"EDR146088","Textus secundum (1); scriptus sub CIL 04, 02185; mensurae ex apographo apud (1).<br>v. 2: fuit pro futuit casu, ut videtur (1)"
"EDR146089","Textus secundum (1); scriptus pone CIL 04, 02192.<br>"
"EDR146121","Textus secundum (1); scriptus pone CIL 04, 02192 v. 1."
"EDR146122","Textus secundum (1); scriptus supra CIL 04, 02193 dextrorsum; mensurae ex apographo apud (1)"
"EDR146123","Textus secundum (1); scriptus supra CIL 04, 02173.<br>Hic titulus exstat tantum partim (3)."
"EDR146125","Textus secundum (1); scriptus sub CIL 04, 02192."
"EDR146187","Textus secundum (1); scriptus pone CIL 04, 02192."
"EDR146188","Textus secundum (1); scriptus sub CIL 04, 02194."
"EDR146190","Textus secundum (3), aliter (1)-(2); scriptus sub CIL 04, 02194; mensurae ex apographo apud (1); nunc periit (3)."
"EDR145296","Textus secundum (1) qui indicat: ""un profilo virile a sin.""<br>Prope EDR140167, EDR140169, EDR140175, EDR140178"
"EDR148520","Textus secundum (1); scriptus pone CIL 04, 02218; mensurae ex apographo apud (1).<br>v. 1: Sollemnes pro Sollemnis"
"EDR145384","Textus secundum (1), periit (3)"
"EDR145767","Textus secundum (2), Mensura secundum (3)<br>Prope EDR145764, EDR145765, EDR145786, EDR145004, EDR145005, EDR145006, EDR145007, et EDR145008"
"EDR145768","Textus secundum (2), mensura secundum (3)<br>Prope EDR145764, EDR145765, EDR145676, EDR145768, EDR145004, EDR145005, EDR145006, EDR145007, et EDR145008"
"EDR145941","Textus secundum (1), nisi est Va/rio (an Va/[le]rio?) s(alutem) I(si)doru/IX<br>"
"EDR145943","Textus secundum (1), periit (1)"
"EDR144786","Textus secundum (1); scriptus ad dextram CIL 04, 04969; in eadem manu CIL 04, 4966-4973 sunt (1); mensurae ex apographo apud (1).<br>v. 2: commiseresce mihi (4)-(5)"
"EDR145431","Textus secundum (2), aliter (1); scriptus ante CIL 04, 02174; mensurae ex apographo apud (1)<br>v. 2: futuis (1)"
"EDR145436","Textus secundum (1); scriptus sub CIL 04, 02176. mensurae ex apographo apud (1)"
"EDR145437","Textus secundum (1); scriptus pone CIL 04, 02181. mensurae ex apographo apud (1)<br>Zangemeister apud (1) litteram S in fine temere additam esse putat."
"EDR145935","Textus secundum (1)<br>Prope EDR140248"
"EDR145942","Textus secundum (1); periit (2).<br>v. 1: lat.: 17,0; litt. alt.: 1,8-6,8 secundum (1)."
"EDR145999","Textus secundum (1); scriptus sub CIL 04, 02180.<br>lectio admodum incerta (2); mensura solae litterae ""P"" est 4cm, apud (1)"
"EDR146001","Textus secundum (2), mensurae ex apographo apud (1); auctore Zangemeister hic textus in litteris GO inscriptionis CIL 04, 02199 scriptus est, sed in imagine quae in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II, p. 339 est, in illis litteris nihil apparet. "
"EDR146085","Textus secundum (1); scriptus supra CIL 04, 02175; mensurae ex apographo apud (1)."
"EDR147517","Textus secundum (1)"
"EDR147519","Textus secundum (2)<br>Infra EDR128644 et prope EDR128645"
"EDR147725","Textus secundum (1), periit (3)"
"EDR147863","Textus secundum (1)"
"EDR147934","Textus secundum (2), periit (2)"
"EDR147935","Textus secundum (2), periit (2)"
"EDR147936","Textus secundum (2), periit (2)"
"EDR147976","Textus secundum (1)<br>Prope EDR147975, EDR147977, EDR147978, EDR147979"
"EDR148022","Textus secundum (1), periit (2)<br>Mensurae super v. 1 sunt, secundum (1)<br>Mensurae aliorum versuum sunt: v.1, alt. 14,0; v. 2, alt. 3,0"
"EDR148378","Textus secundum (1), periit (8)"
"EDR148379","Textus secundum (1), periit (2)"
"EDR148380","Textus secundum (1)"
"EDR148381","Textus secundum (1)"
"EDR148419","Textus secundum (3)<br>EDR147932, EDR148730, EDR148731, EDR148732, EDR148733, EDR149031, EDR149034, EDR149035, EDR149036, EDR1490137, EDR149038, EDR149039, EDR149041, EDR149043"
"EDR148435","Textus secundum (1); scriptus supra CIL 04, 02213.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR148436","Textus secundum (1); scriptus pone CIL 04, 02215; mensurae ex apographo apud (1)."
"EDR148511","Textus secundum (1); scriptus pone CIL 04, 02212; eadem manu CIL 04, 02210-02213 sunt (1); mensurae ex apographo apud (1)."
"EDR148512","Textus secundum (1); scriptus inter CIL 04, 02211 et 02212; mensurae ex apographo apud (1). <br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR148515","Textus secundum (2); scriptus pone CIL 04, 02214; mensurae ex apographo apud (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II.<br>v. 3: &#946;&#949;&#953;&#957;&#949;&#8150; pro &#946;&#953;&#957;&#949;&#8150;"
"EDR148521","Textus secundum (1); scriptus sub CIL 04, 02218; mensurae ex apographo apud (1)."
"EDR148523","Textus secundum (1); scriptus sub CIL 04, 02224; mensurae ex apographo apud (1)<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR148525","Textus secundum (1); scriptus sub CIL 04, 02225; mensurae ex apographo apud (1).<br>"
"EDR148526","Textus secundum (1); scriptus pone CIL 04, 02225 et 02219; mensurae ex apographo apud (1).<br>"
"EDR148527","Textus secundum (1); scriptus iuxta CIL 04, 02222; mensurae ex apographo apud (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR148684","Textus secundum (1)"
"EDR148880","Textus secundum (3), aliter (1-2): Eu(h)o[d]us<br>Mensurae secundum (2)<br>Prope EDR148695, EDR148418, EDR148874, EDR148875, EDR148876, EDR148877, EDR148878, EDR148879, EDR148881, EDR148882"
"EDR149304","Textus et mensurae secundum (1)<br>v. 1: lat. 7,1 cm<br>v. 2: lat. 3,0 cm"
"EDR147882","Textus et mensurae secundum (2)"
"EDR147686","Textus secundum (1), periit (2). "
"EDR147717","Textus secundum (1), periit (2)."
"EDR147916","Textus secundum (1), periit (3)."
"EDR147917","Textus secundum (1), periit (2)."
"EDR147920","Textus secundum (1), periit (2)."
"EDR147922","Textus secundum (1), periit (2)."
"EDR148651","Textus secundum (1)"
"EDR148686","Textus secundum (1)"
"EDR148789","Textus secundum (1)"
"EDR148790","Textus secundum (1)"
"EDR148820","Textus secundum (1). <br>v. 2: Litterae ""rogo domina"" sunt minores aliis."
"EDR148861","Textus secundum (3), mensurae secundum (2)<br>Prope EDR148421, EDR148862, EDR148863, EDR148864, EDR148865"
"EDR148875","Textus secundum (2) <br>Prope EDR148695, EDR148418, EDR148874, EDR148876, EDR148877, EDR148878, EDR148879, EDR148880, EDR148881, EDR148882"
"EDR148876","Textus secundum (2)<br>Prope EDR148695, EDR148418, EDR148874, EDR148875, EDR148877, EDR148878, EDR148879, EDR148880, EDR148881, EDR148882"
"EDR148877","Textus secundum (2)<br>Prope EDR148695, EDR148418, EDR148874, EDR148875, EDR148876, EDR148878, EDR148879, EDR148880, EDR148881, EDR148882"
"EDR148878","Textus secundum (2)<br>Prope EDR148695, EDR148418, EDR148874, EDR148875, EDR148876, EDR148877, EDR148879, EDR148880, EDR148881, EDR148882"
"EDR148879","Textus secundum (2)<br>Prope EDR148695, EDR148418, EDR148874, EDR148875, EDR148876, EDR148877, EDR148878, EDR148880, EDR148881, EDR148882"
"EDR148882","Textus secundum (2)<br>Prope EDR148695, EDR148418, EDR148874, EDR148875, EDR148876, EDR148877, EDR148878, EDR148879, EDR148880, EDR148881"
"EDR149050","Textus secundum (1)"
"EDR149052","Textus secundum (1)"
"EDR149053","Textus secundum (1)"
"EDR149056","Textus secundum (1)<br>v. 1: II scriptae pro litteris E"
"EDR149057","Textus et mensurae secundum (1)<br>Supra EDR149061 et EDR149060"
"EDR149060","Textus secundum (1)<br>Infra EDR149057 et EDR149061"
"EDR149063","Textus secundum (1)<br>v. 2: ""Pom[peia]nis salutem"" vel ""feliciter""?"
"EDR149164","Textus secundum (1)."
"EDR149196","Textus secundum (1). <br>Lectio incerta, praecipue ad principium tertii verbi. CIL non explicat."
"EDR148830","Textus secundum (2). v. 1: aut AAAQ aut AAACL (2), v. 2: aut PAS[---]AN VS aut PAS[---]PC VS (2), v. 3 [h]erba(nos)? (2)"
"EDR149062","Textus et mensurae secundum (1)<br>v. 3: lectio incerta est."
"EDR149065","Textus et mensurae secundum (1)"
"EDR149139","Textus et mensura secundum (1), periit (2)"
"EDR149140","Textus et mensurae secundum (1), periit (2)"
"EDR149141","Textus et mensurae secundum (1), periit (2)<br>v. 4-7: alia manu scripta"
"EDR149145","Textus et mensurae secundum (1)"
"EDR149160","Textus secundum (1)."
"EDR149161","Textus secundum (1)."
"EDR149162","Texts secundum (1)."
"EDR149163","Textus secundum (1). <br>v.1: II scriptum pro littera ""E"""
"EDR149165","Textus secundum (1)."
"EDR149172","Textus secundum (2), mensura secundum (1)"
"EDR149185","Textus secundum (2), mensura pro littera M sola secundum (1) "
"EDR149232","Textus et mensurae secundum (1)"
"EDR149236","Textus et mensurae secundum (1)<br>Prope EDR149237, EDR149238, EDR149240"
"EDR149238","Textus et mensurae secundum (1)<br>v. 1: aut ""Her(?) VI""<br>Prope EDR149236, EDR149237, EDR149240"
"EDR149240","Textus et mensurae secundum (1)<br>Prope EDR149236, EDR149237, EDR149238"
"EDR149241","Textus et mensurae secundum (1)"
"EDR149244","Textus et mensurae secundum (1)"
"EDR149245","Textus et mensurae secundum (1)"
"EDR149247","Textus et mensurae secundum (1)<br>v. 1: Iulium [d(escripsi)?] (1)"
"EDR149248","Textus et mensurae secundum (1)"
"EDR149252","Textus et mensurae secundum (1)"
"EDR149253","Textus et mensurae secundum (1)"
"EDR149254","Textus et mensurae secundum (1)<br>v. 1: Marii?; alteram M in R corrigere conatus est scriptor ut fortasse nomen Marii scriberetur (1).  Vide EDR149255, prope."
"EDR149255","Textus et mensurae secundum (1)<br>v. 2: (servus?)"
"EDR149258","Textus et mensurae secundum (1)"
"EDR149293","Textus et mensurae secundum (1)"
"EDR149296","Textus et mensurae secundum (1)"
"EDR148418","Textus et mensurae secundum (3)<br>Prope EDR148695, EDR148874, EDR148875, EDR148876, EDR148877, EDR148878, EDR148879, EDR148880, EDR148881, EDR148882"
"EDR149048","Textus et mensurae secundum (1)<br>v. 1: Y scriptum pro prima littera U <br>v. 1-3: II scripta pro litteris E<br>v. 2-3: leguntur (1): Lite, (immo es) / aeris a(ssis)"
"EDR147918","Textus secundum (1), periit (2)."
"EDR148653","Textus et mensurae secundum (1), qui explicat: fortasse duae inscriptiones sunt diversae.<br>v. 2: I longa potest esse S; pro AN etiam MI vel NV legi licet."
"EDR148829","Textus secundum (2). <br>Passim II pro E scribitur, sed 'pugnabiit' pro 'pugnabit' etiam cum duas litteras I scribitur."
"EDR148831","Textus secundum (2)"
"EDR149159","Textus et mensurae secundum (1). caput hominis infra v. 2,  phallus supra v. 3 "
"EDR149204","Textus et mensurae secundum (1)."
"EDR149206","Textus et mensurae secundum (1)."
"EDR149207","Textus et mensurae secundum (1). Litterae E, et CIE, sunt maiores aliis "
"EDR149208","Textus et mensurae secundum (1).<br>v.1: aut Quin(---?)"
"EDR149209","Textus et mensurae secundum (1). II pro littera ""E"" scriptum est."
"EDR149211","Textus et mensurae secundum (1)."
"EDR149212","Textus secundum (1) "
"EDR149334","Textus et mensurae secundum (1)<br>v. 1: &#956;&#945;&#953;&#959;&#961;[&#949;]&#1010; =  maiores Graece scriptum"
"EDR149511","Textus et mensurae secundum (1)<br>Prope EDR149147, EDR149512, EDR149513"
"EDR149512","Textus et mensurae secundum (1); Prope EDR149147, EDR149511, EDR149513"
"EDR149513","Textus et mensurae secundum (1)<br>Sypniewski et Benefiel figuram palmae contulerunt a. 2014, aliter (1) ut figura arboris.<br>Prope EDR149147, EDR149511, EDR149512"
"EDR149040","Textus et mensurae secundum (1), ""clavo scriptus"""
"EDR149042","Textus et mensurae secundum (1); periit (2)"
"EDR149044","Textus et mensura secundum (1)"
"EDR149045","Textus secundum (1)<br>II scriptum pro littera E"
"EDR149323","Textus et mensurae secundum (1)"
"EDR149324","Textus secundum (1)"
"EDR149331","Textus et mensurae secundum (1)<br>"
"EDR149332","Textus secundum (1)<br>v. 2-3: textus non legitur"
"EDR149344","Textus et mensurae secundum (1)<br>Prope EDR149340 et scriptum inter lineas EDR149338"
"EDR149490","Textus et mensurae secundum (1)<br>v. 1: fil(i)c(iter) pro feliciter"
"EDR149283","Textus secundum (1); scriptus inter CIL 04, 02231 et 02227.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II.<br>v. 1: G pro C etiam legi potest (1)"
"EDR149116","Textus secundum (1); scriptus ante CIL 04, 02239; mensurae ex apographo apud (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR149285","Textus secundum (2); scriptus pone CIL 04, 02230.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR149286","Textus secundum (1); scriptus infra CIL 04, 02226; mensurae ex apographo apud (1).<br>v. 1: ""II"" scripta pro littera ""E"".<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR149287","Textus secundum (1); scriptus sub CIL 04, 02238; mensurae ex apographo apud (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR149289","Textus secundum (1); scriptus sub CIL 04, 02237, pone CIL 04, 02239.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR149343","Textus secundum (1); mensurae ex apographo apud (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR149449","Textus secundum (1); mensurae ex apographo apud (1).<br>Ut apparet ex CIL 04, 02245-02245a, fru&#949;tus pro fructus."
"EDR149450","Textus secundum (1); scriptus infra CIL 04, 02244; mensurae ex apographo apud (1)."
"EDR149451","Textus secundum (1); scriptus infra CIL 04, 02245; mensurae ex apographo apud (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR149453","Textus secundum (3), aliter (1); scriptus sub CIL 04, 02246; mensurae ex apographo apud (1).<br>v. 2: +c&#803;ulentissimo (1); hic versus a praecedente seiungendus est (3)."
"EDR149447","Textus secundum (1); scriptus sub CIL 04, 02241.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR149448","Textus secundum (1); scriptus sub CIL 04, 02241. <br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II.<br>CIL (1) hunc textum ab Fiorelli reportat, sed Zangemeister eum frustra quaesivit.<br>v. 1: olim?"
"EDR124979","Textus secundum (2), aliter (1)<br>v.1: Nicopolis va (1)"
"EDR124986","Textus secundum (1)"
"EDR145429","Textus secundum (1); mensurae ex apographo apud (1).<br>v. 1: prior I fortasse temere facta est (1)"
"EDR145430","Textus secundum (1); mensurae ex apographo apud (1)"
"EDR145432","Textus secundum (1); scriptus ante CIL 04, 02174. mensurae ex apographo apud (1), Tab. XXXVI 30"
"EDR145433","Textus secundum (1); scriptus pone CIL 04, 02177. mensurae ex apographo apud (1), Tab. XXXVI 30"
"EDR145435","Textus secundum (1); scriptus pone CIL 04, 02178a. mensurae ex apographo apud (1)"
"EDR145438","Textus secundum (1); scriptus sub CIL 04, 02179 ad dextram. mensurae ex apographo apud (1), Tab. XXXVI 28<br>an phallus ad Iarinum referendus sit, incertum est (2). phallus non videtur conspicuus in imagine apud (3)."
"EDR148874","Textus et mensurae secundum (2); aliter (1) ut abacus parvus<br>Prope EDR148695, EDR148418, EDR148875, EDR148876, EDR148877, EDR148878, EDR148879, EDR148880, EDR148881, EDR148882"
"EDR148881","Textus et mensura secundum (2)<br>Prope EDR148695, EDR148418, EDR148874, EDR148875, EDR148876, EDR14"
"EDR149046","Textus secundum (2), mensurae secundum (1)<br>v.1-2 aliter (1) As(ses) / d[i]viti as(ses) IV<br>v. 3 omisit (1)"
"EDR149047","Textus et mensurae secundum (1)"
"EDR149110","Textus secundum (1); scriptus infra CIL 04, 02221 eadem manu (1); mensurae ex apographo apud (1), Tab. XXXVI 39.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR148675","Lectio incerta.  CIL non explicat. Mensurae secundum apografo apud (1)"
"EDR148676","Textus secundum (1), ultima littera ""V"" parva est.<br>Supra EDR148677"
"EDR148677","Textus secundum (1)<br>v. 1: II scriptum pro littera E<br>Infra EDR148676"
"EDR149197","Textus et mensurae secundum (1)."
"EDR149198","Textus et mensurae secundum (1). "
"EDR149205","Textus secundum (2), mensurae secundum (1). "
"EDR149210","Textus et mensurae secundum apographo (1), qui titulum ""dubiae antiquitatis"" appellat.<br>"
"EDR149213","Textus secundum (1). Mensura pro littera I ad v. 1."
"EDR149215","Textus secundum (1). II scriptum pro littera ""e"" "
"EDR150188","Textus secundum (2); foto in (3) solum primum versum exhibat."
"EDR150296","Textus secundum (1), periit (2). "
"EDR150297","Textus secundum nota (1), periit (2). Mensurae non datae sunt. Prope EDR148821."
"EDR150397","Textus secundum (1), mensurae secundum (2). Prope EDR149197 et EDR149198."
"EDR150500","Textus secundum (2); scriptus sub CIL 04, 02259; mensurae ex apographo apud (1).<br>v. 1: &#7961;&#961;&#957;&#8134;&#962; pro &#7961;&#961;&#956;&#8134;&#962;."
"EDR150503","Textus secundum (1); scriptus sub CIL 04, 02261; mensurae ex apographo apud (1). <br>pone hunc titulum, aliae litterae aliis manibus: PAC vel PAP, SEVE, HAS, &#949;S, PILV vel sim.; vide adnotationes apud (1) et (2). <br>hodie, solae litterae ""Seve"" restant, secundum (2)."
"EDR150504","Textus secundum (1); mensurae ex apographo Tab. XXXVII 24 apud (1). <br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR150505","Textus secundum (1); mensurae ex apographo apud (1). <br>v. 1: ""felas"" pro ""fellas""; in fine sunt lineae similes litteris S (vel I), &#1017; (sigma lunatum?), I (vix S).<br>v. 3: scriptum pro alia manu.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR150506","Textus secundum (1), mensurae ex Tab. XXXVII 24; scriptus ad dextram CIL 04, 02264.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR149067","Textus et mensurae secundum (1)"
"EDR151051","Textus secundum (1); scriptus pone CIL 04, 02274; mensurae ex apographo apud (1).<br>fortasse set pro sed<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151052","Textus secundum (1); mensurae ex apographo apud (1).<br>Ultimae litterae ""AT"" nunc perierunt (2)."
"EDR151053","Textus secundum (2); mensurae ex apographo apud (1).<br>Ambiguae lectionis est (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151054","Textus secundum (1).<br>"
"EDR151055","Textus secundum (1); scriptus sub CIL 04, 02280."
"EDR151056","Textus secundum (1); scriptus sub CIL 04, 02281."
"EDR151057","Textus secundum (1), aliter (2); scriptus sub CIL 04, 02282.<br>XVI vel LVI (2)"
"EDR151058","Textus secundum (1), aliter (2); scriptus sub CIL 04, 02282.<br>IC, ut videtur, legi non potest (2)"
"EDR151059","Textus secundum (1); mensurae ex apographo apud (1)."
"EDR151060","Textus secundum (1); eadem manu CIL 04, 02288.<br>Littera ""T"" 3cm alta est."
"EDR151062","Textus secundum (1).<br>hic titulus post Fiorelli (1862) non repertus est."
"EDR151063","Textus secundum (2); eadem manu CIL 04, 02285; mensurae ex apographo apud (1).<br>v. 4: obique pro ubique"
"EDR151064","Textus secundum (1); mensurae ex apographo apud (1).<br>"
"EDR151066","Textus secundum (1); scriptus sub CIL 04, 02290.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151068","Textus secundum (1); mensurae ex apographo apud (1).<br>Murtis pro Myrtis; felatris pro fellatrix.<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151069","Textus secundum (1); scriptus sub CIL 04, 02292; mensurae ex apographo apud (1).<br>post MVR esse videntur VI (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151070","Textus secundum (1); mensurae ex apographo apud (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151071","Textus secundum (1); mensurae ex apographo apud (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR151072","Textus secundum (2); scriptus supra CIL 04, 02295; mensurae ex apographo apud (1).<br>Status huius tituli incertus est: nulla enim imago exstat in A. Varone, Titulorum graphio exaratorum qui in C.I.L. vol. IV collecti sunt imagines, Roma 2012, vol. II."
"EDR146000","Textus secundum (1); scriptus supra CIL 04, 02173; mensurae ex apographo apud (1)<br>v. 1: ex damno tectorii, nunc fel[iciter] (2)<br>v. 2: alia manu (2)<br>v. 3: verba ""et uncu(m) Pompeianis"" alia manu scariphata sunt (1)-(3)<br>v. 4: alia manu (2)-(3)"
"EDR146087","Textus secundum (1); scriptus sub CIL 04, 02186; mensurae ex apographo apud (1)."
"EDR146191","Textus secundum (1); scriptus pone CIL 04, 02190; mensurae ex apographo apud (1).<br>Felicla pro Feliclam (1)-(3), i.e. lege Felic(u)la(m)"
"EDR146889","Textus secundum (1); scriptus in CIL 04, 02199, apud litteris CLA EGO F."
"EDR146890","Textus secundum (1); scriptus sub CIL 04, 02199."
